Confirmed,Date,Deaths,People_Hospitalized,People_Tested,Province_State,Recovered
7927,05-13-2020,355,1338,93140,South Carolina,6817
11835,05-13-2020,462,1328,97922,Rhode Island,886
1398,05-13-2020,58,0,66680,West Virginia,813
58698,05-13-2020,3943,0,302869,Pennsylvania,0
2329,05-13-2020,115,0,2329,Puerto Rico,0
15816,05-13-2020,597,0,210457,North Carolina,9115
8692,05-13-2020,103,0,49725,Nebraska,0
3239,05-13-2020,142,319,37216,New Hampshire,1234
141560,05-13-2020,9702,0,441450,New Jersey,15642
1647,05-13-2020,29,127,48945,North Dakota,969
4852,05-13-2020,278,848,109127,Oklahoma,3559
6394,05-13-2020,355,0,66672,Nevada,198
340661,05-13-2020,22013,85008,1258907,New York,59193
25721,05-13-2020,1483,4618,225854,Ohio,0
3416,05-13-2020,134,678,83987,Oregon,1406
5212,05-13-2020,219,886,110289,New Mexico,1434
2324,05-14-2020,69,212,33754,Idaho,1557
87937,05-14-2020,3928,0,512037,Illinois,0
26053,05-14-2020,1646,4389,160239,Indiana,0
7468,05-14-2020,164,704,57628,Kansas,422
57036,05-14-2020,5278,0,383693,Michigan,22686
82182,05-14-2020,5482,8207,424361,Massachusetts,0
35903,05-14-2020,1935,6553,178454,Maryland,2569
1565,05-14-2020,69,207,23657,Maine,958
13675,05-14-2020,318,0,89294,Iowa,6231
7080,05-14-2020,326,1835,117395,Kentucky,2649
638,05-14-2020,17,81,38881,Hawaii,563
35464,05-14-2020,3219,10946,149562,Connecticut,6264
35858,05-14-2020,1527,6345,285881,Georgia,0
43210,05-14-2020,1948,7993,608837,Florida,0
7223,05-14-2020,362,0,36857,Delaware,3080
6736,05-14-2020,358,0,32999,District of Columbia,966
20475,05-14-2020,1062,3735,114519,Colorado,3217
73164,05-14-2020,3032,0,1104651,California,0
12674,05-14-2020,624,2595,134338,Arizona,3074
0,05-14-2020,0,0,105,American Samoa,0
4236,05-14-2020,97,509,75818,Arkansas,3277
10968,05-14-2020,467,1350,141985,Alabama,0
387,05-14-2020,10,0,31762,Alaska,339
16565,05-14-2020,663,1915,148008,Minnesota,8473
153,05-14-2020,5,0,4379,Guam,124
10317,05-14-2020,562,0,127110,Missouri,0
33489,05-14-2020,2417,0,247588,Louisiana,22608
19,05-14-2020,2,0,3325,Northern Mariana Islands,12
1427,05-14-2020,60,0,68713,West Virginia,870
12869,05-14-2020,434,1939,135467,Wisconsin,5994
19424,05-14-2020,975,0,262568,Washington,0
931,05-14-2020,53,0,21428,Vermont,792
69,05-14-2020,6,0,1233,Virgin Islands,61
27813,05-14-2020,955,5211,166830,Virginia,3678
6749,05-14-2020,75,558,160119,Utah,3566
43851,05-14-2020,1216,0,587313,Texas,24487
16699,05-14-2020,287,1435,302317,Tennessee,8881
3792,05-14-2020,43,290,26473,South Dakota,2437
8189,05-14-2020,371,1338,102535,South Carolina,4914
12016,05-14-2020,468,1351,101601,Rhode Island,903
2427,05-14-2020,117,0,2427,Puerto Rico,0
701,05-14-2020,7,67,15430,Wyoming,480
3479,05-14-2020,137,685,84050,Oregon,1406
59636,05-14-2020,4218,0,311195,Pennsylvania,0
462,05-14-2020,16,63,24549,Montana,431
16507,05-14-2020,615,0,219268,North Carolina,9115
1647,05-14-2020,31,129,50246,North Dakota,1007
9075,05-14-2020,107,0,53341,Nebraska,0
3299,05-14-2020,150,326,39175,New Hampshire,1236
10483,05-14-2020,480,1667,105326,Mississippi,6268
5364,05-14-2020,231,886,115011,New Mexico,1515
6499,05-14-2020,358,0,69484,Nevada,244
343051,05-14-2020,22170,85454,1298757,New York,59758
26357,05-14-2020,1534,4718,233352,Ohio,0
4962,05-14-2020,284,858,112183,Oklahoma,3660
142704,05-14-2020,9946,0,451696,New Jersey,15642
2351,05-15-2020,72,212,34745,Idaho,1573
90369,05-15-2020,4058,0,538602,Illinois,0
26655,05-15-2020,1691,4389,165448,Indiana,0
7886,05-15-2020,172,724,61592,Kansas,443
83421,05-15-2020,5592,8314,435679,Massachusetts,0
33837,05-15-2020,2448,0,253189,Louisiana,22608
36986,05-15-2020,1991,6679,182826,Maryland,2685
1603,05-15-2020,69,211,23695,Maine,993
57687,05-15-2020,5325,0,399514,Michigan,22686
17363,05-15-2020,692,1985,157136,Minnesota,8820
7225,05-15-2020,328,1887,121278,Kentucky,2712
14049,05-15-2020,336,0,93566,Iowa,6561
36681,05-15-2020,1557,6438,301874,Georgia,0
154,05-15-2020,5,0,4515,Guam,124
43210,05-15-2020,1991,7993,608837,Florida,0
7373,05-15-2020,373,0,38278,Delaware,3210
6871,05-15-2020,368,0,34339,District of Columbia,975
20838,05-15-2020,1091,3789,118030,Colorado,3217
74936,05-15-2020,3108,0,1133906,California,0
13169,05-15-2020,651,2636,142001,Arizona,3145
0,05-15-2020,0,0,105,American Samoa,0
4463,05-15-2020,98,520,81529,Arkansas,3390
11216,05-15-2020,476,1377,146063,Alabama,0
388,05-15-2020,10,0,32418,Alaska,343
10456,05-15-2020,576,0,134458,Missouri,0
637,05-15-2020,17,81,38776,Hawaii,564
36085,05-15-2020,3285,10946,155908,Connecticut,6264
10801,05-15-2020,493,1712,106823,Mississippi,6268
466,05-15-2020,16,63,25418,Montana,431
19,05-15-2020,2,0,3325,Northern Mariana Islands,12
715,05-15-2020,7,68,16022,Wyoming,487
1441,05-15-2020,62,0,70936,West Virginia,870
13344,05-15-2020,445,1977,142001,Wisconsin,6250
19650,05-15-2020,983,0,267972,Washington,0
932,05-15-2020,53,0,22169,Vermont,796
69,05-15-2020,6,0,1263,Virgin Islands,61
28672,05-15-2020,977,5316,178014,Virginia,3805
45198,05-15-2020,1272,0,609630,Texas,25454
16970,05-15-2020,290,1454,309756,Tennessee,9280
3887,05-15-2020,44,296,27414,South Dakota,2574
8407,05-15-2020,380,1421,109616,South Carolina,5076
12219,05-15-2020,479,1372,104978,Rhode Island,919
6913,05-15-2020,77,566,163218,Utah,3719
60622,05-15-2020,4342,0,319832,Pennsylvania,0
2542,05-15-2020,122,0,2542,Puerto Rico,0
1761,05-15-2020,35,130,51715,North Dakota,1071
9416,05-15-2020,113,0,57215,Nebraska,0
3464,05-15-2020,159,335,42612,New Hampshire,1247
143905,05-15-2020,10138,0,462972,New Jersey,15642
5503,05-15-2020,242,886,119601,New Mexico,1576
17129,05-15-2020,641,0,231547,North Carolina,9115
345813,05-15-2020,22304,85782,1338048,New York,60302
26954,05-15-2020,1581,4791,246182,Ohio,0
5086,05-15-2020,285,863,118192,Oklahoma,3801
3541,05-15-2020,137,691,89506,Oregon,1406
6614,05-15-2020,368,0,72146,Nevada,272
92457,05-16-2020,4129,0,561649,Illinois,0
27280,05-16-2020,1741,4389,171358,Indiana,0
7886,05-16-2020,172,724,61592,Kansas,443
7444,05-16-2020,332,1896,127734,Kentucky,2739
34117,05-16-2020,2479,0,259742,Louisiana,22608
37968,05-16-2020,2040,6755,190175,Maryland,2806
1648,05-16-2020,70,214,23740,Maine,1012
58023,05-16-2020,5357,0,411179,Michigan,28234
17705,05-16-2020,709,2039,165104,Minnesota,9571
2389,05-16-2020,73,213,35688,Idaho,1588
84933,05-16-2020,5705,8456,448089,Massachusetts,0
14328,05-16-2020,346,0,96300,Iowa,6927
392,05-16-2020,10,0,33281,Alaska,344
154,05-16-2020,5,0,4519,Guam,126
37147,05-16-2020,1592,6735,321069,Georgia,0
44811,05-16-2020,2040,8393,630047,Florida,0
7547,05-16-2020,383,0,39758,Delaware,3367
7042,05-16-2020,375,0,35532,District of Columbia,998
36703,05-16-2020,3339,10946,164755,Connecticut,6264
21232,05-16-2020,878,3842,121840,Colorado,3312
76793,05-16-2020,3204,0,1179126,California,0
13631,05-16-2020,679,2673,146788,Arizona,3357
0,05-16-2020,0,0,105,American Samoa,0
4578,05-16-2020,98,520,81644,Arkansas,3472
11523,05-16-2020,485,1387,153494,Alabama,0
638,05-16-2020,17,81,40883,Hawaii,565
10675,05-16-2020,589,0,139340,Missouri,0
21,05-16-2020,2,0,3339,Northern Mariana Islands,12
468,05-16-2020,16,63,26091,Montana,431
716,05-16-2020,7,69,16394,Wyoming,496
1457,05-16-2020,64,0,73393,West Virginia,889
13878,05-16-2020,453,2018,148084,Wisconsin,6542
19838,05-16-2020,992,0,270801,Washington,0
940,05-16-2020,53,0,23137,Vermont,804
69,05-16-2020,6,0,1263,Virgin Islands,61
29683,05-16-2020,1002,5414,185568,Virginia,3909
7068,05-16-2020,78,578,166774,Utah,3896
46999,05-16-2020,1305,0,638739,Texas,26601
17288,05-16-2020,295,1474,320201,Tennessee,9529
3959,05-16-2020,44,304,28176,South Dakota,2673
8407,05-16-2020,380,1421,109616,South Carolina,5076
12434,05-16-2020,489,1403,108480,Rhode Island,947
11123,05-16-2020,510,1748,108476,Mississippi,6268
61611,05-16-2020,4403,0,327836,Pennsylvania,0
2589,05-16-2020,122,0,2589,Puerto Rico,0
1848,05-16-2020,35,130,53487,North Dakota,1111
9772,05-16-2020,119,0,59978,Nebraska,0
3464,05-16-2020,159,335,42676,New Hampshire,1254
145089,05-16-2020,10249,0,475224,New Jersey,22939
17982,05-16-2020,652,0,238586,North Carolina,9115
6662,05-16-2020,369,0,73664,Nevada,272
348232,05-16-2020,22478,86207,1378717,New York,60796
27474,05-16-2020,1610,4870,246702,Ohio,0
5237,05-16-2020,288,878,123399,Oklahoma,3945
5662,05-16-2020,253,886,124458,New Mexico,1671
3612,05-16-2020,137,699,92199,Oregon,1406
2419,05-17-2020,73,213,36672,Idaho,1612
94191,05-17-2020,4177,0,581944,Illinois,0
27778,05-17-2020,1751,4389,177243,Indiana,0
7886,05-17-2020,172,724,61592,Kansas,443
86010,05-17-2020,5797,8539,460826,Massachusetts,0
38804,05-17-2020,2090,6993,194926,Maryland,2816
1687,05-17-2020,70,216,23779,Maine,1028
58278,05-17-2020,5396,0,421826,Michigan,28234
14651,05-17-2020,351,0,100241,Iowa,7154
7688,05-17-2020,334,1896,129685,Kentucky,2768
639,05-17-2020,17,82,41674,Hawaii,572
37419,05-17-2020,3408,10946,170607,Connecticut,6264
37701,05-17-2020,1606,6790,351175,Georgia,0
45588,05-17-2020,2049,8478,651792,Florida,0
7670,05-17-2020,392,0,40865,Delaware,3478
7123,05-17-2020,383,0,36526,District of Columbia,1023
18016,05-17-2020,731,2090,171085,Minnesota,10175
21633,05-17-2020,878,3866,125548,Colorado,3346
78839,05-17-2020,3261,0,1235243,California,0
13937,05-17-2020,680,2703,151761,Arizona,3450
0,05-17-2020,0,0,105,American Samoa,0
4759,05-17-2020,98,520,85185,Arkansas,3590
11771,05-17-2020,488,1392,156350,Alabama,0
396,05-17-2020,10,0,34651,Alaska,344
154,05-17-2020,5,0,4604,Guam,126
10789,05-17-2020,594,0,146255,Missouri,0
34432,05-17-2020,2491,0,265170,Louisiana,22608
754,05-17-2020,8,70,17085,Wyoming,498
11296,05-17-2020,521,1773,113126,Mississippi,6268
1490,05-17-2020,67,0,75490,West Virginia,919
14257,05-17-2020,453,2038,153931,Wisconsin,6542
19991,05-17-2020,1000,0,272771,Washington,0
940,05-17-2020,54,0,23914,Vermont,810
69,05-17-2020,6,0,1347,Virgin Islands,61
30388,05-17-2020,1009,5517,190361,Virginia,3993
7238,05-17-2020,80,586,170752,Utah,4075
47784,05-17-2020,1336,0,650355,Texas,27570
17388,05-17-2020,298,1482,325280,Tennessee,9652
3987,05-17-2020,44,312,28559,South Dakota,2724
8816,05-17-2020,380,1421,120486,South Carolina,5076
12674,05-17-2020,499,1418,112550,Rhode Island,972
21,05-17-2020,2,0,3339,Northern Mariana Islands,12
62234,05-17-2020,4418,0,332904,Pennsylvania,0
2646,05-17-2020,123,0,2646,Puerto Rico,0
18512,05-17-2020,659,0,248944,North Carolina,9115
1900,05-17-2020,35,130,55221,North Dakota,1178
10220,05-17-2020,123,0,65640,Nebraska,0
3556,05-17-2020,171,347,44752,New Hampshire,1258
146334,05-17-2020,10356,0,487565,New Jersey,23299
468,05-17-2020,16,63,26885,Montana,431
6857,05-17-2020,375,0,80637,Nevada,272
350121,05-17-2020,22619,86575,1413396,New York,61381
27923,05-17-2020,1625,4921,264462,Ohio,0
5310,05-17-2020,288,880,123472,Oklahoma,3983
3623,05-17-2020,137,703,94356,Oregon,1406
5857,05-17-2020,259,886,128584,New Mexico,1739
96485,05-18-2020,4234,0,603241,Illinois,0
28255,05-18-2020,1765,4389,183912,Indiana,0
8340,05-18-2020,173,740,66990,Kansas,465
7688,05-18-2020,334,1896,129685,Kentucky,2768
39762,05-18-2020,2122,7086,201506,Maryland,2817
87052,05-18-2020,5862,8621,469199,Massachusetts,0
1713,05-18-2020,71,223,23805,Maine,1053
58812,05-18-2020,5427,0,434927,Michigan,28234
18987,05-18-2020,740,2128,177474,Minnesota,10764
2419,05-18-2020,73,213,36672,Idaho,1612
34709,05-18-2020,2563,0,269748,Louisiana,26249
14955,05-18-2020,355,0,103148,Iowa,7324
38116,05-18-2020,3449,10946,177679,Connecticut,6264
154,05-18-2020,5,0,4723,Guam,126
38081,05-18-2020,1642,6916,364289,Georgia,0
46442,05-18-2020,2073,8553,676412,Florida,0
7869,05-18-2020,399,0,42458,Delaware,3545
7270,05-18-2020,392,0,37825,District of Columbia,1028
21938,05-18-2020,878,3872,128495,Colorado,3346
80430,05-18-2020,3302,0,1292672,California,0
14170,05-18-2020,686,2757,156473,Arizona,3570
0,05-18-2020,0,0,105,American Samoa,0
4813,05-18-2020,100,530,85239,Arkansas,3645
12086,05-18-2020,489,1416,157123,Alabama,0
399,05-18-2020,10,0,35611,Alaska,345
640,05-18-2020,17,82,42045,Hawaii,573
10945,05-18-2020,605,0,151338,Missouri,0
21,05-18-2020,2,0,3420,Northern Mariana Islands,12
470,05-18-2020,16,64,28167,Montana,434
754,05-18-2020,8,73,17085,Wyoming,498
1491,05-18-2020,67,0,76035,West Virginia,919
14442,05-18-2020,459,2068,158944,Wisconsin,6786
20286,05-18-2020,1001,0,279753,Washington,0
944,05-18-2020,54,0,24491,Vermont,815
69,05-18-2020,6,0,1347,Virgin Islands,61
31140,05-18-2020,1014,5609,196226,Virginia,4107
7384,05-18-2020,80,595,174022,Utah,4183
48693,05-18-2020,1347,0,679845,Texas,28371
18011,05-18-2020,301,1489,337428,Tennessee,9886
4027,05-18-2020,44,316,29045,South Dakota,2784
8942,05-18-2020,391,1421,131559,South Carolina,5076
12795,05-18-2020,506,1438,115384,Rhode Island,1012
11432,05-18-2020,528,1805,115767,Mississippi,7681
63056,05-18-2020,4505,0,340609,Pennsylvania,0
19023,05-18-2020,661,0,255755,North Carolina,11637
1931,05-18-2020,37,133,56561,North Dakota,1219
10348,05-18-2020,123,0,67501,Nebraska,0
2710,05-18-2020,124,0,2710,Puerto Rico,0
148039,05-18-2020,10435,0,505569,New Jersey,23496
3596,05-18-2020,172,359,44878,New Hampshire,1268
6906,05-18-2020,383,0,81832,Nevada,355
351371,05-18-2020,22729,86901,1439557,New York,61681
28454,05-18-2020,1657,4998,271849,Ohio,0
5398,05-18-2020,288,885,123560,Oklahoma,4008
3687,05-18-2020,138,708,97315,Oregon,1406
5938,05-18-2020,265,886,133253,New Mexico,1755
98030,05-19-2020,4379,0,621684,Illinois,0
28705,05-19-2020,1824,4389,189330,Indiana,0
8340,05-19-2020,173,740,66990,Kansas,465
8069,05-19-2020,366,1980,153986,Kentucky,2826
19842,05-19-2020,757,2221,183851,Minnesota,11540
87925,05-19-2020,5938,8766,476940,Massachusetts,0
41546,05-19-2020,2164,7199,208658,Maryland,2868
1741,05-19-2020,73,225,23833,Maine,1088
59576,05-19-2020,5470,0,451784,Michigan,28234
2455,05-19-2020,74,213,38069,Idaho,1649
35038,05-19-2020,2581,0,278073,Louisiana,26249
15349,05-19-2020,372,0,107648,Iowa,8130
38430,05-19-2020,3472,10946,185520,Connecticut,6264
154,05-19-2020,5,0,4827,Guam,126
38721,05-19-2020,1664,7027,378156,Georgia,0
46944,05-19-2020,2129,8744,715855,Florida,0
8037,05-19-2020,408,0,44132,Delaware,3760
7434,05-19-2020,400,0,39374,District of Columbia,1040
22202,05-19-2020,921,3899,131333,Colorado,3431
81795,05-19-2020,3334,0,1339316,California,0
14566,05-19-2020,704,2800,161571,Arizona,3693
0,05-19-2020,0,0,124,American Samoa,0
4923,05-19-2020,102,535,93701,Arkansas,3739
12376,05-19-2020,504,1453,157566,Alabama,0
11080,05-19-2020,616,0,154110,Missouri,0
640,05-19-2020,17,82,45023,Hawaii,574
399,05-19-2020,10,0,36380,Alaska,348
21,05-19-2020,2,0,3817,Northern Mariana Islands,13
471,05-19-2020,16,65,28950,Montana,437
11704,05-19-2020,554,1840,117760,Mississippi,7681
766,05-19-2020,10,73,17850,Wyoming,504
1509,05-19-2020,68,0,78301,West Virginia,922
14692,05-19-2020,467,2110,162929,Wisconsin,7371
20535,05-19-2020,1002,0,286849,Washington,0
944,05-19-2020,54,0,25058,Vermont,820
69,05-19-2020,6,0,1367,Virgin Islands,61
32145,05-19-2020,1041,5768,202789,Virginia,4271
49912,05-19-2020,1369,0,700146,Texas,29359
18378,05-19-2020,305,1498,346123,Tennessee,10969
4085,05-19-2020,46,327,29709,South Dakota,2914
9056,05-19-2020,399,1444,135063,South Carolina,5451
12951,05-19-2020,532,1464,117246,Rhode Island,1023
7518,05-19-2020,88,619,177311,Utah,4275
63666,05-19-2020,4624,0,349700,Pennsylvania,0
2805,05-19-2020,124,0,2805,Puerto Rico,0
1994,05-19-2020,37,135,57731,North Dakota,1269
10625,05-19-2020,125,0,69984,Nebraska,0
3652,05-19-2020,172,368,49474,New Hampshire,1269
149013,05-19-2020,10586,0,520182,New Jersey,23657
6096,05-19-2020,270,886,137620,New Mexico,1796
19700,05-19-2020,691,0,265008,North Carolina,11637
352845,05-19-2020,22843,87169,1467739,New York,61886
28952,05-19-2020,1720,5117,277602,Ohio,0
5489,05-19-2020,294,897,139147,Oklahoma,4135
3726,05-19-2020,140,714,99720,Oregon,1406
7046,05-19-2020,390,0,87555,Nevada,334
2476,05-20-2020,77,215,38567,Idaho,1668
100418,05-20-2020,4525,0,642713,Illinois,0
29274,05-20-2020,1864,4389,195738,Indiana,0
8539,05-20-2020,178,760,71203,Kansas,473
8069,05-20-2020,366,2010,153986,Kentucky,2826
88970,05-20-2020,6066,8897,489953,Massachusetts,0
42323,05-20-2020,2198,7393,215330,Maryland,2993
1819,05-20-2020,73,231,37269,Maine,1100
60151,05-20-2020,5514,0,465999,Michigan,28234
15614,05-20-2020,388,0,110748,Iowa,8362
35316,05-20-2020,2608,0,285970,Louisiana,26249
641,05-20-2020,17,82,46304,Hawaii,578
20609,05-20-2020,786,2308,190808,Minnesota,12227
39647,05-20-2020,1687,7107,402940,Georgia,0
47471,05-20-2020,2173,8934,771348,Florida,0
8194,05-20-2020,414,0,45412,Delaware,3965
7551,05-20-2020,407,0,40419,District of Columbia,1059
39017,05-20-2020,3529,10946,190718,Connecticut,6264
22482,05-20-2020,968,3955,131837,Colorado,3478
84057,05-20-2020,3436,0,1380120,California,0
14897,05-20-2020,747,2836,165435,Arizona,3773
0,05-20-2020,0,0,124,American Samoa,0
5003,05-20-2020,107,535,96258,Arkansas,3852
12744,05-20-2020,517,1493,164450,Alabama,0
402,05-20-2020,10,0,37045,Alaska,352
165,05-20-2020,5,0,4972,Guam,125
11232,05-20-2020,631,0,161984,Missouri,0
2095,05-20-2020,37,142,59200,North Dakota,1302
11967,05-20-2020,570,1901,120680,Mississippi,7681
1545,05-20-2020,69,0,80641,West Virginia,950
15269,05-20-2020,481,2161,169569,Wisconsin,7728
20784,05-20-2020,1031,0,292487,Washington,0
944,05-20-2020,54,0,25058,Vermont,824
69,05-20-2020,6,0,1383,Virgin Islands,61
32908,05-20-2020,1074,6059,212626,Virginia,4523
7710,05-20-2020,90,631,179664,Utah,4423
51323,05-20-2020,1419,0,720928,Texas,30341
18532,05-20-2020,309,1515,354013,Tennessee,11783
4177,05-20-2020,46,333,30389,South Dakota,3023
9056,05-20-2020,399,1444,135063,South Carolina,5451
13356,05-20-2020,538,1486,120528,Rhode Island,1030
2866,05-20-2020,125,0,2866,Puerto Rico,0
21,05-20-2020,2,0,3817,Northern Mariana Islands,13
3801,05-20-2020,144,723,102149,Oregon,1406
478,05-20-2020,16,65,29726,Montana,440
20122,05-20-2020,702,0,277603,North Carolina,11637
787,05-20-2020,11,74,18840,Wyoming,528
63666,05-20-2020,4624,0,349700,Pennsylvania,0
3721,05-20-2020,182,383,50888,New Hampshire,1275
10846,05-20-2020,132,0,72135,Nebraska,0
6192,05-20-2020,276,1139,142246,New Mexico,1882
7166,05-20-2020,393,0,91171,Nevada,336
354370,05-20-2020,22976,87459,1505836,New York,61886
29436,05-20-2020,1781,5198,289528,Ohio,0
5532,05-20-2020,299,905,144371,Oklahoma,4266
150399,05-20-2020,10747,0,531343,New Jersey,23945
2506,05-21-2020,77,221,38888,Idaho,1688
102686,05-21-2020,4607,0,672020,Illinois,0
29936,05-21-2020,1913,4389,202995,Indiana,0
8539,05-21-2020,178,760,71203,Kansas,473
60610,05-21-2020,5555,0,482398,Michigan,28234
36504,05-21-2020,2629,0,305381,Louisiana,26249
90084,05-21-2020,6148,9040,501486,Massachusetts,0
43531,05-21-2020,2221,7485,220233,Maryland,3099
1877,05-21-2020,73,235,37327,Maine,1145
16170,05-21-2020,406,0,116565,Iowa,8672
8167,05-21-2020,376,2016,158672,Kentucky,2919
643,05-21-2020,17,82,47149,Hawaii,578
22797,05-21-2020,1001,3990,135611,Colorado,3532
40405,05-21-2020,1754,7235,407731,Georgia,0
48675,05-21-2020,2222,9200,813929,Florida,0
8386,05-21-2020,417,0,47542,Delaware,4130
7788,05-21-2020,412,0,41756,District of Columbia,1061
39208,05-21-2020,3582,10946,196447,Connecticut,6264
86197,05-21-2020,3542,0,1421127,California,0
15315,05-21-2020,763,2885,171627,Arizona,3872
0,05-21-2020,0,0,124,American Samoa,0
5458,05-21-2020,110,535,99276,Arkansas,3915
13119,05-21-2020,529,1528,170739,Alabama,0
402,05-21-2020,10,0,39545,Alaska,356
21582,05-21-2020,818,2380,199088,Minnesota,12488
165,05-21-2020,5,0,5064,Guam,125
11340,05-21-2020,661,0,162092,Missouri,0
22,05-21-2020,2,0,4089,Northern Mariana Islands,13
12222,05-21-2020,580,1932,125970,Mississippi,7681
1593,05-21-2020,70,0,83141,West Virginia,983
15792,05-21-2020,487,2218,179030,Wisconsin,8012
20988,05-21-2020,1037,3125,297159,Washington,0
950,05-21-2020,54,0,25701,Vermont,827
69,05-21-2020,6,0,1383,Virgin Islands,61
34137,05-21-2020,1099,6269,218599,Virginia,4778
7874,05-21-2020,92,647,182874,Utah,4596
52268,05-21-2020,1440,0,740181,Texas,30341
18961,05-21-2020,313,1539,360583,Tennessee,12191
4250,05-21-2020,48,342,31301,South Dakota,3145
9175,05-21-2020,407,1444,138238,South Carolina,5451
13571,05-21-2020,556,1506,123367,Rhode Island,1047
2913,05-21-2020,126,0,2913,Puerto Rico,0
787,05-21-2020,11,75,18840,Wyoming,534
3817,05-21-2020,145,732,105224,Oregon,1406
479,05-21-2020,16,65,30524,Montana,440
20860,05-21-2020,716,0,290645,North Carolina,11637
2229,05-21-2020,38,144,61279,North Dakota,1340
65392,05-21-2020,4869,0,368906,Pennsylvania,0
3868,05-21-2020,190,385,52830,New Hampshire,1388
11122,05-21-2020,138,0,75640,Nebraska,0
6317,05-21-2020,283,1139,147344,New Mexico,1985
7255,05-21-2020,397,0,94382,Nevada,339
356458,05-21-2020,23083,87638,1555055,New York,62826
30167,05-21-2020,1836,5295,299078,Ohio,0
5680,05-21-2020,304,917,149595,Oklahoma,4361
151472,05-21-2020,10843,0,544274,New Jersey,24236
2534,05-22-2020,77,223,39595,Idaho,1720
105444,05-22-2020,4715,0,697133,Illinois,0
30409,05-22-2020,1941,5285,208561,Indiana,0
8958,05-22-2020,185,787,76434,Kansas,485
61075,05-22-2020,5586,0,502357,Michigan,28234
36925,05-22-2020,2668,0,311808,Louisiana,26249
90889,05-22-2020,6228,9162,511644,Massachusetts,0
44424,05-22-2020,2274,7634,227902,Maryland,3243
1948,05-22-2020,75,240,37398,Maine,1192
16504,05-22-2020,425,0,120250,Iowa,9079
8286,05-22-2020,386,2041,166240,Kentucky,3008
647,05-22-2020,17,83,47985,Hawaii,579
23191,05-22-2020,1062,4037,142225,Colorado,3580
41218,05-22-2020,1785,7313,427249,Georgia,0
49451,05-22-2020,2268,9372,835496,Florida,0
8529,05-22-2020,420,0,48986,Delaware,4296
7893,05-22-2020,418,0,42993,District of Columbia,1069
39640,05-22-2020,3637,12538,202328,Connecticut,7127
88444,05-22-2020,3630,0,1466773,California,0
15608,05-22-2020,775,2943,176003,Arizona,3949
0,05-22-2020,0,0,124,American Samoa,0
5612,05-22-2020,113,584,103047,Arkansas,4029
13563,05-22-2020,537,1561,177768,Alabama,7951
404,05-22-2020,10,0,41446,Alaska,356
22374,05-22-2020,851,2432,208810,Minnesota,12696
165,05-22-2020,5,0,5279,Guam,125
11558,05-22-2020,671,0,172946,Missouri,0
22,05-22-2020,2,0,4318,Northern Mariana Islands,13
12624,05-22-2020,596,1966,137973,Mississippi,7681
1616,05-22-2020,71,0,84829,West Virginia,983
16340,05-22-2020,496,2259,189043,Wisconsin,8362
21283,05-22-2020,1044,3156,301727,Washington,0
952,05-22-2020,54,0,25733,Vermont,834
69,05-22-2020,6,0,1412,Virgin Islands,61
34950,05-22-2020,1136,6422,225175,Virginia,4963
8057,05-22-2020,93,660,186834,Utah,4748
53449,05-22-2020,1480,0,741362,Texas,31223
19394,05-22-2020,315,1560,368170,Tennessee,12566
4356,05-22-2020,50,351,32344,South Dakota,3267
9638,05-22-2020,419,1534,150023,South Carolina,5743
13736,05-22-2020,579,1537,127139,Rhode Island,1084
3030,05-22-2020,126,0,3030,Puerto Rico,0
803,05-22-2020,12,76,19424,Wyoming,551
3864,05-22-2020,147,737,107839,Oregon,1376
479,05-22-2020,16,65,31857,Montana,441
21618,05-22-2020,728,0,303224,North Carolina,11637
2317,05-22-2020,39,147,62830,North Dakota,1405
66258,05-22-2020,4984,0,379001,Pennsylvania,37767
3935,05-22-2020,199,393,55100,New Hampshire,1767
11425,05-22-2020,143,0,78419,Nebraska,0
6472,05-22-2020,294,1139,152767,New Mexico,2041
7401,05-22-2020,400,0,99941,Nevada,339
358154,05-22-2020,23195,87843,1600793,New York,63292
30794,05-22-2020,1872,5379,307800,Ohio,0
5849,05-22-2020,307,926,153167,Oklahoma,4533
152719,05-22-2020,10985,0,555314,New Jersey,24491
2595,05-23-2020,79,225,40609,Idaho,1735
107796,05-23-2020,4790,0,722247,Illinois,0
30901,05-23-2020,1943,5285,214933,Indiana,0
8958,05-23-2020,185,787,76434,Kansas,485
61293,05-23-2020,5612,0,516849,Michigan,33168
37040,05-23-2020,2668,0,314447,Louisiana,26249
91662,05-23-2020,6304,9260,520986,Massachusetts,0
45495,05-23-2020,2306,7825,232327,Maryland,3283
2013,05-23-2020,77,243,37463,Maine,1232
16893,05-23-2020,444,0,123941,Iowa,9254
8426,05-23-2020,391,2076,171459,Kentucky,3069
642,05-23-2020,17,84,48821,Hawaii,585
23487,05-23-2020,1088,4082,144952,Colorado,3612
42132,05-23-2020,1811,7411,453537,Georgia,0
50127,05-23-2020,2312,9567,856437,Florida,0
8690,05-23-2020,425,0,50534,Delaware,4454
7966,05-23-2020,427,0,51991,District of Columbia,1075
40022,05-23-2020,3675,12538,208367,Connecticut,7127
90631,05-23-2020,3708,0,1515306,California,0
16039,05-23-2020,799,2984,180439,Arizona,4033
0,05-23-2020,0,0,124,American Samoa,0
5612,05-23-2020,113,590,103047,Arkansas,4029
13938,05-23-2020,546,1589,182676,Alabama,7951
408,05-23-2020,10,0,42351,Alaska,358
