Admin2,City,Confirmed,Date,Deaths,Province_State,d10_Confirmed,d10_Deaths,d11_Confirmed,d11_Deaths,d12_Confirmed,d12_Deaths,d13_Confirmed,d13_Deaths,d14_Confirmed,d14_Deaths,d15_Confirmed,d15_Deaths,d16_Confirmed,d16_Deaths,d17_Confirmed,d17_Deaths,d18_Confirmed,d18_Deaths,d19_Confirmed,d19_Deaths,d1_Confirmed,d1_Deaths,d20_Confirmed,d20_Deaths,d21_Confirmed,d21_Deaths,d22_Confirmed,d22_Deaths,d23_Confirmed,d23_Deaths,d24_Confirmed,d24_Deaths,d25_Confirmed,d25_Deaths,d26_Confirmed,d26_Deaths,d27_Confirmed,d27_Deaths,d28_Confirmed,d28_Deaths,d2_Confirmed,d2_Deaths,d3_Confirmed,d3_Deaths,d4_Confirmed,d4_Deaths,d5_Confirmed,d5_Deaths,d6_Confirmed,d6_Deaths,d7_Confirmed,d7_Deaths,d8_Confirmed,d8_Deaths,d9_Confirmed,d9_Deaths,dWeek_Confirmed,dWeek_Deaths,dYesterday_Confirmed,dYesterday_Deaths,Population
Lumpkin,,1088,11-08-2020,18,Georgia,5,0,5,0,5,0,5,0,0,0,0,0,3,0,7,1,6,0,4,0,1,0,6,0,0,0,3,0,7,0,7,0,8,0,12,0,8,0,0,0,4,1,2,0,4,0,4,0,8,0,1,2,1,0,5,0,24.0,3.0,1,0,33610.0
Macon,,263,11-08-2020,11,Georgia,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,-1,-2,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,-1,0,0,0,0,0,3,1,2,0,3,0,1,0,1,0,0,0,3,0,8.0,1.0,-2,0,12947.0
Madison,,853,11-08-2020,12,Georgia,1,0,9,0,2,0,4,0,3,0,6,0,3,0,2,0,3,0,9,0,4,1,2,0,1,0,2,0,2,0,5,0,2,0,4,1,1,0,2,0,5,0,7,0,5,0,6,0,9,0,2,0,3,0,13,0,38.0,1.0,4,1,29880.0
Marion,,208,11-08-2020,10,Georgia,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,3.0,1.0,0,0,8359.0
McDuffie,,727,11-08-2020,17,Georgia,1,0,4,0,6,0,3,0,2,0,1,0,0,0,4,0,2,0,1,0,3,0,2,0,2,0,2,0,3,0,4,1,7,0,2,0,3,0,3,0,1,0,1,0,6,1,4,0,5,0,4,0,5,0,8,1,24.0,1.0,3,0,21312.0
McIntosh,,326,11-08-2020,7,Georgia,3,0,2,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,3,0,2,-1,2,0,0,0,0,0,3,0,10.0,-1.0,1,0,14378.0
Meriwether,,611,11-08-2020,19,Georgia,1,0,1,0,-2,0,3,0,1,0,2,0,7,0,3,0,2,0,2,0,5,0,2,0,2,0,3,0,2,2,0,0,3,0,1,0,2,0,0,0,2,3,1,0,0,0,1,0,2,0,1,0,0,0,1,0,12.0,3.0,5,0,21167.0
Miller,,332,11-08-2020,2,Georgia,2,0,1,0,1,0,3,0,1,0,3,0,-1,0,4,0,3,0,-1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,6,0,1,0,0,0,0,0,16.0,0.0,0,0,5718.0
Mitchell,,866,11-08-2020,46,Georgia,2,0,1,1,2,0,-5,0,0,0,0,0,2,0,2,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,2,-1,0,0,0,0,1,0,0,0,7,0,1,0,2,0,4,0,0,0,-1,0,1,0,-1,0,16.0,0.0,3,0,21863.0
Monroe,,803,11-08-2020,55,Georgia,2,1,3,1,6,0,2,0,1,0,3,0,1,0,2,0,-2,-1,2,0,2,0,3,0,1,0,3,0,5,-1,-1,1,2,0,4,0,2,0,0,0,6,0,0,0,9,0,5,0,5,0,2,0,3,0,4,0,29.0,0.0,2,0,27578.0
Montgomery,,372,11-08-2020,9,Georgia,0,0,2,0,-3,0,-12,0,0,0,17,0,3,1,4,0,1,0,4,0,2,0,2,0,1,0,-1,1,4,1,2,0,3,0,3,0,1,0,1,0,-1,0,1,0,-5,0,1,0,-5,0,2,-1,0,0,2,0,-5.0,-1.0,2,0,9172.0
Morgan,,553,11-08-2020,6,Georgia,1,0,4,0,3,0,3,0,1,0,0,0,3,0,2,1,3,0,0,0,0,0,1,0,0,0,3,1,-1,0,3,0,2,0,3,0,1,0,0,0,1,0,2,0,3,0,2,0,-1,0,6,0,1,0,3,0,13.0,0.0,0,0,19276.0
Murray,,1218,11-08-2020,11,Georgia,7,0,13,0,18,0,5,0,5,0,9,0,9,0,9,0,22,1,8,0,15,0,4,0,8,0,8,0,12,0,15,0,17,0,6,0,4,1,0,0,19,0,23,1,22,0,13,0,12,0,9,0,12,1,22,0,113.0,1.0,15,0,40096.0
Muscogee,,6530,11-08-2020,178,Georgia,8,1,12,0,16,0,14,0,9,0,11,0,15,1,9,0,7,0,20,0,12,0,9,0,8,0,11,0,5,0,7,0,7,0,12,0,15,0,12,0,15,0,28,1,14,0,21,1,11,1,10,0,5,0,16,0,111.0,3.0,12,0,195769.0
Newton,,3031,11-08-2020,99,Georgia,14,0,10,1,12,0,6,0,8,0,3,0,10,0,14,1,12,0,6,0,13,0,9,0,5,0,11,1,10,0,12,0,17,2,15,0,7,0,17,0,12,0,23,0,8,3,30,0,7,0,13,0,7,0,26,0,106.0,3.0,13,0,111744.0
Oconee,,910,11-08-2020,32,Georgia,-2,1,2,0,4,0,0,0,4,0,7,0,3,1,8,2,5,0,3,0,3,0,3,0,4,0,6,0,5,0,4,0,2,0,5,0,5,0,3,0,4,0,0,1,10,0,7,0,5,0,4,0,6,0,2,0,33.0,1.0,3,0,40280.0
Oglethorpe,,446,11-08-2020,13,Georgia,2,0,5,0,3,0,1,0,3,1,6,0,3,1,6,0,4,0,0,0,1,0,3,0,0,0,2,0,2,0,2,0,3,0,4,0,1,0,2,0,0,0,3,0,3,0,2,0,5,0,0,0,2,0,3,0,14.0,0.0,1,0,15259.0
Out of GA,,15242,11-08-2020,193,Georgia,60,1,109,2,25,1,268,0,21,0,-25,0,164,1,61,0,78,1,-147,1,91,0,-208,2,18,0,-131,0,-55,4,-177,2,-151,0,-247,0,-188,2,-4,0,120,1,105,0,-78,0,-159,0,35,3,12,0,123,0,91,2,126.0,4.0,91,0,
Paulding,,3396,11-08-2020,68,Georgia,11,0,17,0,29,1,18,0,16,0,8,0,14,0,26,0,15,0,13,0,8,0,10,0,5,0,4,1,25,0,6,0,8,0,22,0,9,0,15,0,21,0,17,2,24,0,35,4,30,1,10,0,6,0,41,0,145.0,7.0,8,0,168667.0
Peach,,831,11-08-2020,26,Georgia,4,0,10,0,4,0,3,0,3,0,3,0,5,1,9,1,5,0,4,0,3,0,3,0,3,0,1,0,4,0,3,0,12,0,5,0,3,0,2,0,7,0,1,0,4,0,0,0,6,0,5,0,3,0,12,0,26.0,0.0,3,0,27546.0
Pickens,,865,11-08-2020,12,Georgia,2,0,20,0,10,0,12,0,4,0,18,0,6,0,8,0,7,0,10,0,3,0,10,1,7,0,2,0,14,0,4,0,10,0,2,0,1,0,4,0,8,2,7,0,7,0,11,0,7,0,2,0,4,0,9,0,45.0,2.0,3,0,32591.0
Pierce,,712,11-08-2020,25,Georgia,4,0,2,0,1,0,2,0,3,0,7,0,6,0,6,0,4,0,3,0,2,0,1,0,-1,0,5,0,2,0,2,1,3,0,1,0,2,0,1,0,3,0,3,1,3,0,9,0,2,0,2,0,0,0,2,0,24.0,1.0,2,0,19465.0
Pike,,406,11-08-2020,12,Georgia,2,0,4,0,2,0,2,0,0,0,3,0,1,-1,1,0,3,0,0,0,4,0,2,0,1,1,1,0,1,0,2,0,2,0,1,0,2,0,2,0,1,0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,11.0,1.0,4,0,18962.0
Polk,,1805,11-08-2020,29,Georgia,8,0,17,0,4,1,6,0,3,1,7,0,3,0,5,1,34,1,9,0,3,0,13,0,8,0,8,0,14,0,13,1,7,2,13,1,4,0,5,0,9,1,2,-1,16,0,17,0,6,0,1,0,3,0,12,0,54.0,0.0,3,0,42613.0
Pulaski,,347,11-08-2020,23,Georgia,0,0,4,0,0,0,4,0,0,0,0,0,3,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,-1,0,-2,0,0,0,0,0,4.0,0.0,1,0,11137.0
Putnam,,851,11-08-2020,28,Georgia,1,0,8,0,5,0,7,0,0,0,0,0,4,0,7,0,1,0,3,0,2,0,1,0,1,0,6,0,4,0,6,0,2,0,1,0,4,0,1,0,2,0,5,0,8,1,4,0,6,0,3,0,4,0,8,0,30.0,1.0,2,0,22119.0
Quitman,,42,11-08-2020,1,Georgia,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1.0,0.0,0,0,2299.0
Rabun,,454,11-08-2020,11,Georgia,2,0,3,0,1,0,3,0,0,0,2,0,3,0,3,0,0,0,1,0,0,0,3,0,1,0,3,0,1,0,4,0,2,0,0,0,2,0,3,0,7,0,2,0,3,0,3,0,2,0,0,0,2,0,1,0,17.0,0.0,0,0,17137.0
Randolph,,341,11-08-2020,30,Georgia,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,1.0,0.0,0,0,6778.0
Richmond,,8386,11-08-2020,189,Georgia,31,0,48,2,23,1,15,0,33,1,17,0,31,6,29,0,40,0,22,1,14,0,26,0,20,0,41,1,15,0,42,0,39,0,22,0,16,0,43,1,21,1,56,2,59,1,31,0,12,0,33,0,45,0,72,0,226.0,4.0,14,0,202518.0
Rockdale,,2267,11-08-2020,42,Georgia,3,0,12,0,14,0,6,0,8,0,7,0,28,0,24,0,5,0,8,0,14,0,4,0,7,0,13,0,9,0,20,0,8,0,10,0,8,0,11,0,10,0,10,0,8,0,18,0,10,0,22,1,6,0,18,1,92.0,1.0,14,0,90896.0
Schley,,115,11-08-2020,2,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,0.0,1,0,5257.0
Screven,,459,11-08-2020,11,Georgia,2,0,0,0,0,0,-1,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,3,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,5.0,0.0,0,0,13966.0
Seminole,,409,11-08-2020,11,Georgia,-1,0,2,0,0,0,1,0,0,0,0,0,2,0,4,0,2,0,1,0,1,0,1,0,2,0,0,0,1,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,4,0,0,0,2,0,13.0,0.0,1,0,8090.0
Spalding,,1700,11-08-2020,66,Georgia,6,0,12,1,11,0,12,0,2,0,13,0,12,0,17,0,19,0,9,0,6,0,19,0,8,0,10,0,4,0,8,0,13,0,10,0,9,0,8,0,10,0,4,1,21,0,7,1,18,1,3,0,2,0,12,0,69.0,3.0,6,0,66703.0
Stephens,,1321,11-08-2020,43,Georgia,1,1,7,0,2,0,13,0,2,0,0,0,1,0,4,0,3,0,3,0,2,0,10,0,3,0,0,0,8,-1,7,0,2,0,6,1,23,0,0,0,8,0,3,0,1,0,2,1,12,0,0,0,0,0,5,0,28.0,1.0,2,0,25925.0
Stewart,,572,11-08-2020,17,Georgia,1,0,1,0,-1,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1.0,1.0,0,0,6621.0
Sumter,,976,11-08-2020,68,Georgia,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,0,2,2,2,0,0,1,1,0,2,1,0,0,2,0,3,0,1,0,1,0,2,0,0,0,6,0,9.0,0.0,0,0,29524.0
Talbot,,190,11-08-2020,8,Georgia,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,1,0,1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,3,0,0,0,1,0,0,0,0,0,4,0,0,0,10.0,0.0,1,0,6195.0
Taliaferro,,31,11-08-2020,0,Georgia,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,1537.0
Tattnall,,971,11-08-2020,18,Georgia,5,0,9,1,7,0,4,1,1,1,2,0,4,0,1,0,4,0,2,0,0,0,0,0,7,0,3,0,10,0,9,1,3,1,4,0,1,0,0,0,0,1,3,0,7,1,4,0,0,0,2,0,1,0,7,0,16.0,2.0,0,0,25286.0
Taylor,,245,11-08-2020,13,Georgia,0,0,3,0,2,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,2,0,0,0,3,0,0,0,0,0,2,0,8.0,1.0,0,0,8020.0
Telfair,,506,11-08-2020,24,Georgia,-8,0,3,0,3,0,2,0,1,0,0,0,57,0,9,1,4,0,1,0,0,0,2,0,0,0,-1,0,0,1,9,0,4,0,5,0,5,0,1,0,0,0,4,0,5,0,1,0,0,0,1,0,-9,0,2,0,11.0,0.0,0,0,15860.0
Terrell,,346,11-08-2020,32,Georgia,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,-1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,0.0,2,0,8531.0
Thomas,,1649,11-08-2020,73,Georgia,5,0,5,1,4,0,1,0,5,0,3,0,6,0,4,0,3,0,3,0,6,0,3,0,2,0,2,1,2,-1,9,1,7,0,1,0,6,1,4,0,0,1,4,0,4,0,4,1,5,0,1,0,6,0,4,1,24.0,2.0,6,0,44451.0
Tift,,2016,11-08-2020,66,Georgia,4,0,5,1,13,1,1,0,1,0,7,0,11,0,7,0,4,0,11,1,4,0,2,1,2,0,1,0,11,1,5,0,4,0,3,1,10,0,4,0,6,0,3,1,2,0,11,0,3,0,3,0,3,0,8,0,32.0,1.0,4,0,40644.0
Toombs,,1545,11-08-2020,59,Georgia,5,0,7,0,3,0,19,0,4,0,2,0,3,-1,5,0,8,1,2,0,1,0,4,0,4,0,4,0,8,0,2,1,8,1,6,0,5,0,2,0,5,1,1,0,4,0,2,0,6,0,3,1,5,0,7,1,22.0,2.0,1,0,26830.0
Towns,,482,11-08-2020,15,Georgia,4,0,3,0,3,0,7,0,0,0,3,0,6,1,4,0,5,0,2,0,0,0,6,0,3,0,1,0,-1,1,4,1,1,0,5,0,10,0,0,0,5,1,4,0,6,1,3,0,8,0,1,0,0,0,7,0,27.0,2.0,0,0,12037.0
Treutlen,,317,11-08-2020,12,Georgia,1,0,4,0,2,1,0,0,7,0,0,0,1,0,9,0,-3,0,0,0,0,0,3,0,2,0,0,0,1,0,4,0,2,0,2,0,2,0,2,0,2,0,0,0,2,0,3,0,-3,0,-2,0,-2,0,1,0,2.0,0.0,0,0,6901.0
Troup,,3114,11-08-2020,113,Georgia,10,0,-14,1,12,1,12,1,3,0,22,0,11,0,13,0,8,0,7,0,8,0,9,0,5,2,9,0,3,0,7,0,16,1,18,0,6,0,2,0,10,0,6,0,7,1,1,2,11,1,2,0,1,0,4,0,45.0,4.0,8,0,69922.0
Turner,,351,11-08-2020,25,Georgia,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,12.0,1.0,7,0,7985.0
Twiggs,,230,11-08-2020,11,Georgia,0,0,3,0,1,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,-1,0,1,0,2,0,1,0,2,0,2,0,2,0,6.0,1.0,1,0,8120.0
Unassigned,,1940,11-08-2020,6,Georgia,-60,-1,-1,1,15,1,-77,0,4,0,48,0,-49,0,-24,-2,65,1,41,0,-44,0,-75,0,-14,0,27,0,-10,0,-106,2,29,0,-16,0,-53,0,6,0,8,1,19,0,6,-1,-2,0,33,0,19,0,30,0,44,0,39.0,0.0,-44,0,
Union,,950,11-08-2020,29,Georgia,12,0,5,0,4,1,3,0,1,0,2,0,5,0,4,0,8,0,1,0,0,0,3,0,2,0,3,1,2,1,2,0,2,0,4,0,5,1,-3,0,5,0,7,0,6,0,6,1,11,1,3,1,1,0,4,0,38.0,3.0,0,0,24511.0
Upson,,854,11-08-2020,70,Georgia,-3,0,4,1,1,0,5,0,0,0,1,0,2,1,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,-2,0,0,0,5,1,4,0,0,0,2,0,3,0,2,0,0,0,1,0,2,0,-1,-1,4,0,11.0,0.0,1,0,26320.0
Walker,,2089,11-08-2020,46,Georgia,12,1,16,0,17,1,16,0,6,0,14,0,15,0,25,0,6,0,14,0,16,0,9,0,5,0,21,0,21,1,7,0,16,0,23,1,7,1,0,0,16,0,13,0,37,0,29,0,20,0,6,0,11,0,19,1,137.0,0.0,16,0,69761.0
Walton,,2457,11-08-2020,71,Georgia,9,1,11,0,15,0,12,0,4,0,13,0,39,1,53,1,75,0,51,0,8,0,28,0,19,1,12,1,11,0,14,0,9,1,15,0,12,0,10,0,10,0,10,0,9,0,13,1,10,0,3,0,6,0,14,1,63.0,1.0,8,0,94593.0
Ware,,1794,11-08-2020,67,Georgia,10,0,8,1,3,0,1,0,4,0,7,0,0,1,2,0,3,0,2,0,1,0,1,0,5,0,11,1,64,-1,10,1,9,0,11,0,1,0,22,-1,7,0,3,0,4,0,4,1,7,0,3,1,1,0,9,1,29.0,2.0,1,0,35734.0
Warren,,171,11-08-2020,6,Georgia,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1.0,0.0,0,0,5254.0
Washington,,866,11-08-2020,14,Georgia,2,0,0,0,12,0,4,0,2,0,2,0,7,0,7,0,5,0,6,0,-1,0,6,0,0,2,2,0,1,0,3,0,6,0,3,0,0,1,0,0,5,0,44,0,5,1,4,0,10,0,7,0,0,0,14,0,74.0,1.0,-1,0,20374.0
Wayne,,1296,11-08-2020,36,Georgia,4,0,12,0,7,0,4,0,6,0,4,0,6,1,6,2,4,0,2,0,10,0,2,0,1,0,4,0,3,1,2,0,4,0,2,0,0,0,3,0,4,0,0,0,10,0,3,3,1,0,0,0,6,0,4,0,28.0,3.0,10,0,29927.0
Webster,,44,11-08-2020,2,Georgia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2607.0
Wheeler,,369,11-08-2020,18,Georgia,1,0,0,1,0,0,1,0,1,0,0,0,4,0,4,0,3,0,1,0,0,0,2,-1,1,1,-3,0,-5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1.0,1.0,0,0,7855.0
White,,1055,11-08-2020,26,Georgia,2,1,6,0,5,0,3,0,0,0,0,0,3,0,1,0,2,0,3,0,2,0,6,0,0,1,0,0,6,0,3,0,6,0,6,0,4,0,0,0,6,0,7,1,8,0,1,0,9,0,0,1,1,0,8,0,33.0,2.0,2,0,30798.0
Whitfield,,6122,11-08-2020,67,Georgia,41,0,53,0,59,0,27,0,26,0,32,0,57,0,40,0,53,1,57,0,51,0,21,0,1,0,31,0,38,0,34,0,51,0,27,1,29,0,9,0,70,0,76,1,92,2,45,0,50,0,37,0,55,0,83,0,421.0,3.0,51,0,104628.0
Wilcox,,262,11-08-2020,25,Georgia,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3.0,0.0,0,0,8635.0
Wilkes,,330,11-08-2020,7,Georgia,3,0,3,0,3,0,2,0,1,0,4,0,1,0,6,0,1,0,0,0,2,0,1,0,2,0,2,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,4,0,5,0,0,0,1,0,1,0,2,0,9,1,13.0,0.0,2,0,9777.0
Wilkinson,,383,11-08-2020,17,Georgia,3,0,-1,0,1,0,0,0,2,0,0,0,2,0,3,0,1,0,1,0,1,0,-1,0,0,0,1,0,0,-1,0,0,3,0,0,0,1,0,1,0,3,0,0,0,1,0,2,0,0,0,2,0,2,0,1,0,9.0,0.0,1,0,8954.0
Worth,,614,11-08-2020,35,Georgia,0,1,2,1,3,0,-1,0,0,0,0,0,1,0,2,0,1,0,8,0,0,0,2,0,5,0,2,0,0,0,3,0,3,0,2,0,2,1,4,0,-1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,1,2.0,0.0,0,0,20247.0
,,103,11-08-2020,3,Grand Princess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,
,,5077,11-08-2020,88,Guam,79,1,83,2,48,1,82,0,195,6,0,0,0,0,85,0,88,1,82,2,0,0,130,0,218,3,0,0,0,0,111,2,86,0,75,0,96,1,181,2,0,0,73,3,101,2,91,3,184,1,0,0,0,0,0,0,449.0,9.0,0,0,
Hawaii,,1405,11-08-2020,31,Hawaii,13,1,8,0,5,0,3,2,9,0,51,0,16,0,34,0,29,0,8,10,19,0,24,0,7,0,14,0,12,0,21,0,13,0,18,3,21,0,5,0,11,0,19,0,24,0,21,0,7,0,4,0,26,0,15,0,105.0,0.0,19,0,201513.0
Honolulu,,13810,11-08-2020,172,Hawaii,74,0,60,2,40,0,49,1,25,0,48,0,57,3,65,3,52,3,65,4,106,1,58,2,29,0,67,1,81,1,68,1,73,1,79,2,29,3,37,0,108,1,86,0,65,0,124,0,71,0,64,0,53,0,46,2,624.0,2.0,106,1,974563.0
Kauai,,71,11-08-2020,0,Hawaii,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,6.0,0.0,0,0,72293.0
Maui,,548,11-08-2020,17,Hawaii,5,0,2,0,9,-2,10,0,0,0,17,0,16,0,29,0,18,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,5,11,1,0,0,2,0,7,0,2,0,5,0,3,0,3,0,0,0,1,1,24.0,0.0,2,0,167417.0
Out of HI,,113,11-08-2020,1,Hawaii,0,0,6,0,6,0,2,0,2,0,2,0,0,0,1,0,3,0,0,0,1,0,4,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,5,0,6,0,7,0,5,0,5,0,5,0,3,0,6,0,34.0,0.0,1,0,
Unassigned,,0,11-08-2020,0,Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,
Ada,,19325,11-08-2020,193,Idaho,190,4,198,7,159,0,154,0,98,2,120,1,294,4,139,0,250,2,155,1,260,2,153,0,56,0,119,0,100,1,86,0,121,0,102,0,76,1,129,2,447,3,307,3,201,0,282,1,329,3,48,0,125,1,228,2,1874.0,12.0,260,2,481587.0
Adams,,80,11-08-2020,2,Idaho,0,0,6,0,0,0,3,0,2,0,4,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,4,0,1,0,3,0,6,0,0,0,0,0,2,0,15.0,0.0,0,0,4294.0
Bannock,,3074,11-08-2020,17,Idaho,84,0,62,0,54,1,62,0,67,3,47,0,86,0,87,0,61,0,115,-1,3,0,13,0,42,2,27,0,151,0,155,1,48,0,26,0,23,0,0,0,47,0,76,0,55,0,59,3,52,0,50,0,0,0,66,0,342.0,3.0,3,0,87808.0
Bear Lake,,114,11-08-2020,1,Idaho,0,0,2,0,1,0,3,0,1,0,2,0,0,0,1,0,2,0,3,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,16,0,5,0,6,0,1,0,2,0,2,0,0,0,1,0,37.0,0.0,5,0,6125.0
Benewah,,203,11-08-2020,3,Idaho,1,0,4,0,3,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,4,0,1,0,1,0,6,0,2,0,15.0,0.0,2,0,9298.0
Bingham,,1875,11-08-2020,25,Idaho,15,1,9,0,22,4,21,0,15,1,15,0,27,0,31,2,38,0,38,2,2,0,8,0,38,1,8,-1,84,2,70,1,22,0,17,0,6,0,1,0,44,0,46,0,27,0,39,1,32,1,21,0,0,0,28,0,211.0,2.0,2,0,46811.0
Blaine,,996,11-08-2020,7,Idaho,12,0,14,0,18,0,4,0,0,0,2,0,5,0,10,1,2,0,11,0,2,0,18,0,4,0,1,0,5,0,15,0,7,0,6,0,4,0,9,0,15,0,16,0,25,0,8,0,11,0,3,0,5,0,2,0,80.0,0.0,2,0,23021.0
Boise,,103,11-08-2020,2,Idaho,1,0,1,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,5,0,2,0,3,0,0,0,0,0,3,0,16.0,0.0,2,0,7831.0
Bonner,,598,11-08-2020,2,Idaho,9,0,16,0,5,0,6,0,5,0,6,0,10,0,6,0,4,0,10,0,10,0,2,0,5,0,4,0,2,0,9,0,5,0,9,1,6,0,0,0,13,0,17,0,11,0,6,0,8,1,6,0,4,0,6,0,71.0,1.0,10,0,45739.0
Bonneville,,5294,11-08-2020,40,Idaho,74,0,38,2,94,5,78,1,59,1,73,0,39,1,80,2,62,0,67,2,44,0,100,1,85,0,73,0,58,0,73,0,52,0,34,1,70,0,86,0,93,0,76,0,63,0,128,1,93,1,33,0,45,0,54,1,530.0,2.0,44,0,119062.0
Boundary,,252,11-08-2020,1,Idaho,17,0,17,0,9,0,5,0,1,0,9,0,6,0,5,0,6,0,12,0,1,0,6,0,2,0,1,0,5,0,11,0,2,0,5,0,3,0,0,0,7,0,7,0,6,0,12,0,10,0,6,0,0,0,13,0,49.0,0.0,1,0,12245.0
