Admin2,City,Confirmed,Date,Deaths,Province_State,d10_Confirmed,d10_Deaths,d11_Confirmed,d11_Deaths,d12_Confirmed,d12_Deaths,d13_Confirmed,d13_Deaths,d14_Confirmed,d14_Deaths,d15_Confirmed,d15_Deaths,d16_Confirmed,d16_Deaths,d17_Confirmed,d17_Deaths,d18_Confirmed,d18_Deaths,d19_Confirmed,d19_Deaths,d1_Confirmed,d1_Deaths,d20_Confirmed,d20_Deaths,d21_Confirmed,d21_Deaths,d22_Confirmed,d22_Deaths,d23_Confirmed,d23_Deaths,d24_Confirmed,d24_Deaths,d25_Confirmed,d25_Deaths,d26_Confirmed,d26_Deaths,d27_Confirmed,d27_Deaths,d28_Confirmed,d28_Deaths,d2_Confirmed,d2_Deaths,d3_Confirmed,d3_Deaths,d4_Confirmed,d4_Deaths,d5_Confirmed,d5_Deaths,d6_Confirmed,d6_Deaths,d7_Confirmed,d7_Deaths,d8_Confirmed,d8_Deaths,d9_Confirmed,d9_Deaths,dWeek_Confirmed,dWeek_Deaths,dYesterday_Confirmed,dYesterday_Deaths,Population
Copiah,,1449,11-08-2020,38,Mississippi,5,1,6,0,6,0,6,0,6,0,0,0,6,0,7,0,5,0,7,0,7,0,4,0,13,0,0,0,5,0,9,1,15,0,13,0,2,0,5,0,10,0,5,0,6,0,6,0,2,0,1,0,1,1,7,0,37.0,0.0,7,0,28065.0
Covington,,1055,11-08-2020,31,Mississippi,4,0,9,0,3,0,6,2,4,0,0,0,5,1,17,0,8,1,20,0,4,0,9,0,8,0,0,0,6,0,5,0,11,0,3,0,5,0,0,0,5,0,3,0,13,0,9,0,5,2,7,0,1,0,7,0,46.0,2.0,4,0,18636.0
DeSoto,,8159,11-08-2020,84,Mississippi,80,0,57,0,75,1,76,0,95,0,0,0,107,0,75,0,90,1,66,0,51,1,65,1,85,0,0,0,56,0,94,0,99,0,64,2,49,0,41,0,72,1,120,0,187,0,38,0,59,1,80,0,60,1,70,0,607.0,3.0,51,1,184945.0
Forrest,,3282,11-08-2020,82,Mississippi,7,1,16,0,24,0,25,0,23,0,0,0,39,0,12,0,15,0,17,1,11,0,12,0,24,0,0,0,21,0,19,0,24,1,18,0,14,0,7,0,15,0,26,1,34,0,16,0,4,1,10,0,11,0,14,1,116.0,2.0,11,0,74897.0
Franklin,,262,11-08-2020,3,Mississippi,0,0,2,0,3,0,2,0,4,0,0,0,2,0,3,0,0,0,0,0,1,0,7,0,2,0,0,0,5,0,3,0,7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,3,0,4.0,0.0,1,0,7713.0
George,,1094,11-08-2020,21,Mississippi,3,0,13,1,3,0,15,0,7,1,0,0,13,0,2,0,20,0,18,1,2,0,4,0,3,0,0,0,5,1,5,0,14,0,12,0,29,0,0,0,15,0,9,0,24,0,0,1,7,0,0,0,2,0,2,0,57.0,1.0,2,0,24500.0
Greene,,511,11-08-2020,19,Mississippi,0,0,1,0,2,0,1,0,0,0,0,0,5,0,4,0,10,0,4,0,0,0,2,1,6,0,0,0,3,0,1,0,4,0,11,0,2,0,0,0,4,1,4,0,9,0,3,0,2,0,1,0,1,0,5,0,23.0,1.0,0,0,13586.0
Grenada,,1272,11-08-2020,42,Mississippi,8,1,2,0,3,0,0,0,0,1,0,0,10,0,5,0,5,0,6,0,1,0,-1,1,5,0,0,0,3,0,3,0,10,0,5,1,6,0,10,0,5,0,4,0,4,1,6,0,3,0,4,0,1,1,5,0,27.0,1.0,1,0,20758.0
Hancock,,972,11-08-2020,33,Mississippi,2,1,13,0,9,0,9,0,10,0,0,0,24,0,18,1,11,0,6,0,7,0,12,0,4,0,0,0,26,0,17,0,16,0,5,0,5,1,8,0,16,0,16,1,12,1,4,0,17,1,2,0,6,1,9,0,74.0,3.0,7,0,47632.0
Harrison,,6136,11-08-2020,92,Mississippi,29,2,46,0,93,1,126,0,49,0,0,0,94,1,79,0,148,0,58,0,85,0,33,2,27,0,0,0,71,0,113,1,79,0,50,0,51,1,24,0,112,1,71,0,140,0,47,0,43,2,13,0,10,2,49,0,511.0,3.0,85,0,208080.0
Hinds,,8510,11-08-2020,182,Mississippi,26,0,59,1,39,0,24,1,14,1,0,0,79,0,44,1,27,0,27,3,37,0,45,2,20,0,0,0,24,1,88,0,91,2,31,1,21,0,5,0,44,1,67,0,70,0,53,0,32,1,14,0,14,0,44,0,317.0,2.0,37,0,231840.0
Holmes,,1175,11-08-2020,60,Mississippi,3,0,1,0,1,0,0,0,2,0,0,0,3,0,3,0,4,0,2,0,7,0,3,0,2,0,0,0,1,0,3,0,3,0,3,0,0,0,3,0,4,0,4,0,1,0,1,0,2,0,0,0,1,0,1,0,19.0,0.0,7,0,17010.0
Humphreys,,487,11-08-2020,18,Mississippi,10,0,7,0,2,1,0,0,11,0,0,0,10,0,2,0,7,0,7,0,3,0,13,0,0,0,0,0,5,0,2,0,3,0,1,0,2,0,1,0,3,0,1,0,4,0,3,0,3,1,1,0,0,0,1,0,18.0,1.0,3,0,8064.0
Issaquena,,107,11-08-2020,4,Mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1327.0
Itawamba,,1267,11-08-2020,30,Mississippi,20,1,6,1,13,0,11,1,9,0,0,0,17,0,1,0,8,0,9,1,3,0,14,0,3,0,0,0,17,0,11,0,19,0,11,0,12,0,15,0,14,0,11,1,18,0,6,0,8,0,0,0,2,1,7,0,60.0,1.0,3,0,23390.0
Jackson,,5390,11-08-2020,102,Mississippi,33,2,84,0,107,1,71,2,44,1,0,0,75,0,53,0,57,1,43,2,74,0,31,3,28,0,0,0,33,1,65,1,63,1,47,1,54,0,18,0,68,1,64,1,107,0,53,1,46,8,26,0,12,0,23,1,438.0,11.0,74,0,143617.0
Jasper,,739,11-08-2020,19,Mississippi,4,0,2,0,4,0,1,0,4,0,0,0,8,0,2,0,3,0,0,0,5,0,8,1,6,0,0,0,3,0,2,0,4,0,7,0,7,0,2,0,8,0,2,0,6,0,4,0,2,1,4,0,2,1,4,0,31.0,1.0,5,0,16383.0
Jefferson,,292,11-08-2020,11,Mississippi,3,0,2,0,2,0,0,0,1,0,0,0,1,0,1,0,3,0,1,0,0,0,7,0,1,0,0,0,3,0,3,0,1,0,0,0,1,0,2,0,1,0,3,0,2,0,-1,0,0,1,0,0,0,0,3,0,5.0,1.0,0,0,6990.0
Jefferson Davis,,465,11-08-2020,14,Mississippi,2,1,3,0,4,1,5,0,2,0,0,0,5,0,5,0,0,0,2,0,1,0,4,0,1,0,0,0,3,0,6,0,5,0,0,0,2,0,1,0,7,1,3,0,18,0,7,0,1,0,0,0,1,0,1,0,37.0,1.0,1,0,11128.0
Jones,,3122,11-08-2020,84,Mississippi,15,0,18,0,5,0,4,0,33,0,0,0,33,0,14,0,24,0,16,2,7,0,6,0,15,0,0,0,17,1,20,0,40,0,19,0,12,0,13,0,11,0,22,0,28,0,12,0,10,0,10,0,7,0,16,0,100.0,0.0,7,0,68098.0
Kemper,,345,11-08-2020,15,Mississippi,1,0,1,0,6,0,0,0,1,0,0,0,4,0,2,0,-1,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0,3,0,2,0,1,0,1,0,3,0,1,0,1,0,2,0,1,0,1,0,0,0,1,0,9.0,0.0,0,0,9742.0
Lafayette,,2713,11-08-2020,43,Mississippi,31,0,10,0,19,0,18,0,9,0,0,0,21,0,24,0,19,1,14,0,20,0,9,0,4,0,0,0,8,0,10,0,19,0,14,0,12,0,5,0,19,0,16,0,18,0,12,0,14,0,7,0,5,0,11,0,106.0,0.0,20,0,54019.0
Lamar,,2502,11-08-2020,42,Mississippi,19,0,21,0,28,2,20,0,16,0,0,0,13,0,30,0,22,0,19,0,10,0,22,0,29,0,0,0,20,0,25,0,40,0,23,1,15,0,4,0,26,1,15,0,25,0,26,1,9,0,4,0,7,0,21,0,115.0,2.0,10,0,63343.0
Lauderdale,,2817,11-08-2020,138,Mississippi,28,0,65,0,47,0,14,0,7,0,0,0,41,1,19,0,20,0,22,3,28,0,32,1,15,0,0,0,18,0,6,1,27,0,23,1,27,0,0,0,16,2,24,1,36,0,34,0,13,0,8,0,5,0,14,0,159.0,3.0,28,0,74125.0
Lawrence,,596,11-08-2020,14,Mississippi,9,0,9,0,10,0,9,0,7,0,0,0,6,0,5,0,3,0,5,0,1,0,4,0,6,0,0,0,0,0,6,0,4,0,5,0,5,0,4,0,2,0,4,0,8,0,3,0,4,0,3,0,1,0,8,0,25.0,0.0,1,0,12586.0
Leake,,1209,11-08-2020,43,Mississippi,8,0,7,0,5,0,6,0,2,1,0,0,4,1,3,0,4,0,6,0,7,0,11,1,4,0,0,0,8,0,16,0,18,0,11,0,10,0,0,0,6,0,1,1,4,0,3,0,5,0,2,0,0,0,3,0,28.0,1.0,7,0,22786.0
Lee,,4036,11-08-2020,86,Mississippi,22,0,21,0,25,0,40,2,27,0,0,0,59,1,7,0,17,0,41,0,26,1,36,0,21,0,0,0,38,0,38,0,26,1,51,0,31,1,13,0,51,0,71,1,58,0,47,0,31,1,9,0,9,0,26,1,293.0,3.0,26,1,85436.0
Leflore,,1830,11-08-2020,88,Mississippi,11,0,24,0,15,0,4,1,16,0,0,0,13,0,7,0,19,0,25,0,8,0,7,1,13,0,0,0,5,0,12,2,17,0,6,1,15,0,4,0,14,0,6,0,16,0,7,0,8,0,4,0,6,0,20,0,63.0,0.0,8,0,28183.0
Lincoln,,1526,11-08-2020,63,Mississippi,19,0,15,0,4,0,18,2,10,0,0,0,12,0,4,0,17,1,13,1,5,1,7,1,9,0,0,0,18,0,19,0,24,0,24,1,7,0,6,0,5,0,12,1,15,0,5,0,0,0,1,0,5,0,11,2,43.0,2.0,5,1,34153.0
Lowndes,,1975,11-08-2020,62,Mississippi,4,0,9,0,7,0,10,0,3,0,0,0,16,0,20,0,8,0,6,0,19,0,10,0,3,0,0,0,7,0,16,1,15,0,5,1,5,1,0,0,9,0,6,0,40,0,23,0,15,0,16,0,8,0,7,0,128.0,0.0,19,0,58595.0
Madison,,4081,11-08-2020,94,Mississippi,14,0,19,0,18,0,6,0,6,0,0,0,19,1,33,0,22,0,18,0,47,0,22,1,7,0,0,0,27,0,60,0,71,0,26,0,15,0,7,0,29,0,19,0,28,0,28,0,12,0,4,0,5,0,15,0,167.0,0.0,47,0,106272.0
Marion,,1008,11-08-2020,46,Mississippi,3,0,10,1,5,0,0,0,4,1,0,0,4,0,11,0,2,0,4,0,5,0,-3,0,6,0,0,0,0,0,10,0,1,0,0,0,1,0,-1,0,6,0,6,0,4,0,3,1,2,0,3,0,3,1,4,0,29.0,1.0,5,0,24573.0
Marshall,,1684,11-08-2020,37,Mississippi,13,1,21,0,11,0,20,1,22,0,0,0,19,0,20,2,30,1,14,0,12,2,22,0,26,0,0,0,27,1,29,0,16,1,19,1,14,1,13,0,22,1,11,0,37,0,7,0,28,2,19,0,4,1,26,0,136.0,5.0,12,2,35294.0
Monroe,,1660,11-08-2020,75,Mississippi,6,1,10,0,8,0,9,0,15,0,0,0,25,1,8,0,8,0,6,0,7,0,11,0,12,0,0,0,14,0,12,0,8,0,16,0,8,1,15,0,13,0,11,0,22,0,12,0,13,1,5,0,6,0,17,0,83.0,1.0,7,0,35252.0
Montgomery,,612,11-08-2020,23,Mississippi,4,0,7,0,4,0,2,0,3,0,0,0,6,0,8,0,4,0,2,0,3,0,2,0,0,0,0,0,4,0,1,0,2,0,5,0,4,0,0,0,8,0,1,0,17,0,5,0,2,0,1,0,0,0,6,0,37.0,0.0,3,0,9775.0
Neshoba,,1945,11-08-2020,111,Mississippi,11,0,15,0,7,0,7,0,5,0,0,0,7,0,11,0,11,0,6,0,4,0,8,0,11,0,0,0,5,1,11,0,12,1,13,0,17,0,10,0,3,-1,9,1,15,0,1,0,8,0,4,0,2,0,5,0,44.0,0.0,4,0,29118.0
Newton,,913,11-08-2020,28,Mississippi,3,0,9,1,4,0,-1,0,3,0,0,0,10,0,4,0,3,0,5,0,6,0,2,0,0,0,0,0,2,0,5,0,3,0,8,0,4,0,1,0,3,0,3,0,10,0,4,0,0,0,0,0,0,0,3,0,26.0,0.0,6,0,21018.0
Noxubee,,626,11-08-2020,17,Mississippi,1,0,1,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2,0,2,0,3,0,4,0,1,0,1,0,3,0,5,0,3,0,3,0,1,0,2,0,0,0,2,0,20.0,0.0,3,0,10417.0
Oktibbeha,,2148,11-08-2020,57,Mississippi,6,1,12,0,11,0,9,1,4,0,0,0,16,0,15,0,17,0,18,0,7,0,12,0,5,0,0,0,9,0,9,0,10,0,9,1,3,0,0,0,9,0,15,0,19,0,6,0,3,0,2,0,8,1,13,0,61.0,0.0,7,0,49587.0
Panola,,1837,11-08-2020,42,Mississippi,12,0,2,1,14,0,4,0,2,0,0,0,9,1,1,1,14,0,13,1,16,1,12,1,4,0,0,0,5,0,22,0,8,0,4,1,3,0,1,0,19,0,13,0,19,0,16,0,11,0,1,0,0,0,8,0,95.0,1.0,16,1,34192.0
Pearl River,,1268,11-08-2020,62,Mississippi,9,0,16,0,13,0,5,0,9,0,0,0,7,1,7,0,17,0,16,1,4,0,7,2,8,0,0,0,11,1,11,0,16,0,13,1,7,0,7,0,9,0,4,0,19,1,17,0,8,1,5,0,3,0,11,0,66.0,2.0,4,0,55535.0
Perry,,557,11-08-2020,23,Mississippi,6,0,4,0,12,0,14,0,4,0,0,0,7,0,1,0,2,0,3,1,2,0,1,0,5,0,0,0,6,0,3,0,1,1,3,0,2,0,1,0,2,0,0,0,6,0,2,0,2,0,1,0,2,0,6,0,15.0,0.0,2,0,11973.0
Pike,,1445,11-08-2020,58,Mississippi,3,0,3,0,2,0,12,0,8,0,0,0,2,0,5,0,5,0,0,0,2,2,8,1,9,0,0,0,4,0,3,0,14,0,31,0,3,0,2,0,1,0,0,0,10,0,4,0,4,0,1,0,7,0,4,0,22.0,2.0,2,2,39288.0
Pontotoc,,1676,11-08-2020,21,Mississippi,13,0,9,0,16,0,11,0,7,0,0,0,11,1,3,0,6,0,14,0,17,0,3,0,5,0,0,0,4,0,13,0,6,0,5,1,2,0,2,0,14,0,26,0,28,0,15,0,18,1,6,0,5,0,19,0,124.0,1.0,17,0,32174.0
Prentiss,,1183,11-08-2020,22,Mississippi,9,0,3,0,9,0,14,0,8,0,0,0,13,1,11,0,8,0,3,0,5,0,10,0,7,0,0,0,2,0,19,0,21,0,7,0,9,0,4,0,14,1,7,1,26,0,7,0,4,0,2,0,5,0,9,0,65.0,2.0,5,0,25126.0
Quitman,,436,11-08-2020,7,Mississippi,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,3,0,1,0,1,0,4,0,0,0,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,1,0,1,1,0,0,0,0,1,0,11.0,1.0,1,0,6792.0
Rankin,,4444,11-08-2020,89,Mississippi,48,0,77,0,30,0,34,0,42,0,0,0,46,0,13,0,22,0,22,0,30,0,29,0,8,0,0,0,27,0,45,0,70,0,28,2,35,1,1,0,41,1,64,0,51,0,40,0,26,2,5,0,-1,0,17,0,257.0,3.0,30,0,155271.0
Scott,,1329,11-08-2020,29,Mississippi,9,0,11,0,8,0,5,0,3,0,0,0,5,0,2,0,9,0,0,0,1,0,6,0,5,0,0,0,11,0,3,0,7,0,4,0,3,0,0,0,10,0,5,0,6,0,1,0,7,0,0,0,1,0,8,0,30.0,0.0,1,0,28124.0
Sharkey,,293,11-08-2020,15,Mississippi,1,0,4,0,0,0,2,1,0,0,0,0,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,0.0,0.0,0,0,4321.0
Simpson,,1297,11-08-2020,50,Mississippi,9,1,9,0,8,0,6,0,2,0,0,0,3,0,8,0,9,0,9,0,1,0,5,1,5,0,0,0,2,0,3,0,10,0,5,0,11,0,0,0,8,0,2,0,14,0,3,0,7,0,2,0,3,0,8,0,37.0,0.0,1,0,26658.0
Smith,,634,11-08-2020,16,Mississippi,0,0,6,0,4,0,2,0,2,0,0,0,3,0,2,0,4,0,2,0,2,0,2,0,4,0,0,0,1,0,1,0,2,0,1,1,1,0,0,0,-1,0,3,0,8,0,4,0,2,0,1,0,1,0,6,0,19.0,0.0,2,0,15916.0
Stone,,558,11-08-2020,14,Mississippi,8,0,7,0,5,0,9,0,2,0,0,0,11,0,2,0,7,0,5,0,4,0,0,0,4,0,0,0,3,0,6,0,4,0,9,0,2,0,1,0,14,0,9,0,9,0,3,0,6,0,3,0,3,0,1,0,48.0,0.0,4,0,18336.0
Sunflower,,1740,11-08-2020,53,Mississippi,6,1,16,0,3,0,6,0,11,0,0,0,14,0,12,0,9,0,12,0,3,0,2,0,7,0,0,0,10,0,4,0,8,0,1,0,3,0,3,0,18,0,8,1,12,0,3,0,4,1,11,0,3,0,13,1,59.0,2.0,3,0,25110.0
Tallahatchie,,899,11-08-2020,26,Mississippi,6,0,3,0,9,0,1,0,0,0,0,0,5,1,10,0,5,0,7,0,1,0,0,0,1,0,0,0,0,0,2,0,3,0,3,1,6,0,3,0,3,0,3,0,15,0,4,0,1,0,2,0,2,0,4,0,29.0,0.0,1,0,13809.0
Tate,,1378,11-08-2020,40,Mississippi,18,0,20,0,17,0,16,0,9,0,0,0,8,0,11,0,13,0,4,0,19,0,5,0,4,0,0,0,4,0,8,0,12,0,3,0,10,0,2,0,16,0,13,1,37,0,7,0,10,0,8,0,3,0,17,0,110.0,1.0,19,0,28321.0
Tippah,,1039,11-08-2020,26,Mississippi,11,1,2,0,18,1,18,0,10,1,0,0,14,0,8,1,16,0,6,0,4,0,8,1,3,0,0,0,4,0,21,0,11,1,12,0,13,0,4,0,14,0,12,1,17,0,6,0,9,0,2,0,1,0,12,0,64.0,1.0,4,0,22015.0
Tishomingo,,901,11-08-2020,41,Mississippi,2,0,4,0,5,0,6,0,4,0,0,0,12,0,0,0,3,0,4,0,13,0,3,1,4,0,0,0,7,0,8,0,5,0,5,0,8,1,0,0,10,0,6,0,13,0,7,0,7,0,0,0,6,0,6,0,56.0,0.0,13,0,19383.0
Tunica,,563,11-08-2020,18,Mississippi,0,0,2,0,1,0,1,0,0,0,0,0,6,0,1,0,5,0,1,0,8,1,4,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,2,0,4,0,3,0,0,0,2,0,3,0,0,0,2,0,22.0,1.0,8,1,9632.0
Unassigned,,0,11-08-2020,0,Mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,
Union,,1362,11-08-2020,25,Mississippi,4,0,2,0,61,0,5,0,4,0,0,0,14,0,9,0,5,0,8,0,11,0,13,0,1,0,0,0,19,0,13,0,4,1,4,0,9,0,2,0,21,0,5,0,23,0,15,0,8,0,1,0,1,0,13,0,84.0,0.0,11,0,28815.0
Walthall,,676,11-08-2020,27,Mississippi,1,0,4,0,3,0,1,0,1,0,0,0,1,0,2,0,3,0,0,0,1,0,0,0,-1,0,0,0,6,0,1,0,-1,0,9,0,1,0,1,0,2,0,4,0,7,0,11,0,0,0,1,0,1,0,0,0,26.0,0.0,1,0,14286.0
Warren,,1615,11-08-2020,56,Mississippi,5,0,5,0,1,0,9,0,3,1,0,0,5,0,7,0,4,0,5,0,1,0,6,1,3,0,0,0,7,0,25,0,5,0,5,1,6,0,0,0,8,0,6,0,9,0,7,0,1,0,0,0,7,0,5,0,32.0,0.0,1,0,45381.0
Washington,,2774,11-08-2020,105,Mississippi,23,0,17,0,24,1,11,0,9,0,0,0,19,0,13,0,14,0,16,2,8,0,7,0,8,0,0,0,13,2,16,0,21,2,34,2,20,3,2,0,6,0,9,1,41,2,16,2,3,0,2,0,1,0,21,0,85.0,5.0,8,0,43909.0
Wayne,,1067,11-08-2020,22,Mississippi,1,0,7,0,0,0,7,0,3,0,0,0,9,1,10,0,4,0,7,0,3,0,2,0,6,0,0,0,7,0,7,0,5,0,1,0,3,0,1,0,3,0,2,0,8,0,7,0,3,0,1,0,1,0,4,0,27.0,0.0,3,0,20183.0
Webster,,389,11-08-2020,14,Mississippi,1,0,4,0,0,0,2,0,0,0,0,0,6,0,0,0,4,0,0,0,1,1,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,1,0,2,0,0,0,0,0,1,0,5.0,1.0,1,1,9689.0
Wilkinson,,352,11-08-2020,21,Mississippi,0,0,1,0,4,1,0,0,0,0,0,0,1,0,2,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,3,0,6.0,0.0,0,0,8630.0
Winston,,953,11-08-2020,22,Mississippi,11,0,7,0,6,0,2,0,3,0,0,0,8,0,5,0,2,0,4,0,17,0,7,0,1,0,0,0,4,0,4,0,8,0,4,0,3,0,0,0,13,0,12,0,18,0,4,0,3,0,1,0,9,1,6,0,68.0,0.0,17,0,17955.0
Yalobusha,,603,11-08-2020,23,Mississippi,4,0,2,0,8,2,7,0,4,0,0,0,19,0,7,0,6,0,20,0,2,0,9,0,5,0,0,0,0,0,0,0,7,0,2,0,3,0,0,0,8,0,0,0,8,1,3,3,4,1,0,0,3,2,5,0,25.0,5.0,2,0,12108.0
Yazoo,,1383,11-08-2020,36,Mississippi,9,1,11,0,7,0,1,0,4,0,0,0,5,1,10,0,8,0,6,0,42,0,21,0,3,0,0,0,9,0,20,0,14,0,17,0,6,0,2,0,14,0,4,0,6,0,5,1,21,0,14,0,17,0,6,0,106.0,1.0,42,0,29690.0
Adair,,681,11-08-2020,0,Missouri,22,0,0,0,12,0,9,0,8,0,3,0,6,0,11,0,7,0,8,0,18,0,4,0,3,0,8,0,8,0,8,0,12,0,18,0,0,0,0,0,13,0,18,0,29,0,11,0,11,0,3,0,6,0,19,0,103.0,0.0,18,0,25343.0
Andrew,,526,11-08-2020,8,Missouri,12,0,0,0,7,0,2,0,6,0,7,0,8,4,6,0,8,0,3,0,8,0,6,0,9,0,2,0,14,0,7,1,8,0,15,0,0,0,0,0,6,0,11,0,9,0,3,0,7,0,8,0,6,0,6,0,52.0,0.0,8,0,17712.0
Atchison,,106,11-08-2020,1,Missouri,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,3,0,4,0,0,0,1,0,4,0,2,0,2,0,20.0,0.0,4,0,5143.0
Audrain,,734,11-08-2020,10,Missouri,34,0,0,0,2,-1,9,0,6,0,8,0,3,4,7,0,18,0,0,0,16,0,2,0,6,0,3,0,4,2,4,0,2,0,31,0,0,0,0,0,10,0,13,0,14,-1,1,0,16,1,10,0,15,0,17,0,80.0,0.0,16,0,25388.0
Barry,,1050,11-08-2020,19,Missouri,38,0,0,0,28,0,8,0,8,0,14,1,22,0,16,0,13,0,4,0,31,1,7,1,17,0,16,0,40,0,19,0,17,-1,31,0,0,0,0,0,22,0,21,8,13,0,3,0,18,1,30,0,14,0,16,0,138.0,10.0,31,1,35789.0
Barton,,491,11-08-2020,4,Missouri,8,1,0,0,4,0,6,0,9,0,3,0,1,0,4,1,7,0,3,0,8,0,4,0,0,0,7,0,15,0,8,0,8,0,39,0,0,0,0,0,4,0,7,0,11,0,6,0,-1,0,3,0,4,0,5,0,38.0,0.0,8,0,11754.0
Bates,,306,11-08-2020,8,Missouri,11,1,0,0,1,0,2,0,3,0,4,0,9,0,1,0,4,0,4,0,10,0,1,0,0,0,2,0,1,2,8,0,5,0,22,0,0,0,0,0,10,0,3,0,3,0,4,0,4,0,1,0,4,0,3,2,35.0,0.0,10,0,16172.0
Benton,,575,11-08-2020,7,Missouri,7,0,0,0,2,0,1,0,5,0,0,0,3,0,5,0,3,0,3,0,15,0,8,0,2,0,7,0,13,0,1,0,3,0,7,0,0,0,0,0,13,0,16,0,13,0,5,0,2,0,7,0,6,0,7,2,71.0,0.0,15,0,19443.0
Bollinger,,597,11-08-2020,4,Missouri,19,1,0,0,35,0,5,0,6,0,2,0,8,0,7,0,7,0,3,0,7,0,3,0,3,0,3,0,6,0,5,0,6,-1,20,1,0,0,0,0,5,0,9,1,5,0,4,0,7,0,7,0,12,0,11,0,44.0,1.0,7,0,12133.0
Boone,,7446,11-08-2020,15,Missouri,165,0,0,0,113,0,17,0,23,0,49,0,70,0,42,0,47,0,84,0,155,0,21,0,13,0,30,0,74,0,49,0,61,-5,154,5,0,0,0,0,210,0,231,0,216,0,121,0,51,0,19,0,79,0,108,1,1003.0,0.0,155,0,180463.0
Buchanan,,3400,11-08-2020,45,Missouri,63,1,0,0,9,1,11,1,22,0,27,0,58,1,37,1,25,1,13,1,98,0,29,0,18,1,59,0,36,1,27,0,37,-4,119,5,0,0,0,0,41,0,42,1,37,0,19,0,34,1,36,0,21,0,24,1,307.0,2.0,98,0,87364.0
Butler,,1525,11-08-2020,8,Missouri,34,0,0,0,63,0,11,0,42,0,14,0,15,0,39,0,17,0,10,0,25,0,4,0,19,0,25,0,41,0,36,0,34,-1,47,1,0,0,0,0,28,0,16,0,15,0,18,0,29,0,81,0,12,0,16,0,212.0,0.0,25,0,42478.0
Caldwell,,233,11-08-2020,1,Missouri,8,0,0,0,4,0,-1,0,1,0,4,0,2,0,1,0,1,0,1,0,5,0,3,0,5,0,2,0,1,0,6,0,3,0,11,0,0,0,0,0,13,0,12,0,3,0,3,0,2,0,1,0,2,0,10,0,39.0,0.0,5,0,9020.0
Callaway,,1911,11-08-2020,7,Missouri,149,0,0,0,40,0,12,0,26,0,26,0,47,0,22,0,16,0,46,0,80,0,1,0,12,0,13,0,21,1,24,0,20,0,72,0,0,0,0,0,79,0,86,0,59,0,44,0,60,0,22,0,21,0,55,2,430.0,0.0,80,0,44743.0
Camden,,1836,11-08-2020,37,Missouri,31,0,0,0,9,1,18,1,19,0,21,0,25,5,9,0,18,0,14,0,19,0,27,2,3,0,14,0,28,3,20,1,27,1,57,0,0,0,0,0,27,0,27,0,22,0,24,1,21,0,12,0,9,0,33,1,152.0,1.0,19,0,46305.0
Cape Girardeau,,3322,11-08-2020,56,Missouri,100,0,0,0,6,0,45,1,29,0,17,0,35,3,24,0,36,1,31,0,103,1,26,0,10,0,19,0,16,10,46,0,29,5,86,3,0,0,0,0,80,0,76,0,65,0,64,0,25,0,38,0,46,0,29,5,451.0,1.0,103,1,78871.0
Carroll,,266,11-08-2020,4,Missouri,12,1,0,0,4,0,5,0,2,0,9,0,2,0,3,1,1,0,1,0,9,0,0,0,1,0,3,0,6,0,0,0,3,0,4,0,0,0,0,0,10,0,7,0,8,0,4,0,5,0,7,0,2,0,3,0,50.0,0.0,9,0,8679.0
Carter,,206,11-08-2020,3,Missouri,9,0,0,0,3,0,2,0,2,0,4,0,2,0,2,0,7,0,2,0,0,0,2,0,0,0,4,0,5,0,1,0,2,0,4,0,0,0,0,0,4,0,1,0,3,0,3,0,1,0,3,0,2,0,1,0,15.0,0.0,0,0,5982.0
Cass,,2480,11-08-2020,33,Missouri,44,0,0,0,34,0,38,0,12,0,15,0,26,2,27,0,11,0,20,0,55,0,26,0,11,0,17,0,24,1,17,0,19,-1,62,-1,0,0,0,0,38,0,36,0,40,0,26,1,48,0,34,0,15,0,52,2,277.0,1.0,55,0,105780.0
